#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 10 26 12 50  50  4.9  6.2  2.02 12.12  7.13 999 1012.7  25.5  27.5 999.0 99.0 99.00
2008 10 26 13 50  77  3.4  4.6  1.90 12.90  7.16 999 1012.7  25.2  27.5 999.0 99.0 99.00
2008 10 26 14 50  49  7.5  9.1  2.01 12.90  6.78 999 1012.5  24.3  27.5 999.0 99.0 99.00
2008 10 26 15 50  58  4.8  5.6  1.86 12.90  6.78 999 1012.8  25.5  27.5 999.0 99.0 99.00
2008 10 26 16 50  42  4.3  5.6  1.90 12.12  6.83 999 1013.6  25.9  27.5 999.0 99.0 99.00
2008 10 26 17 50  47  4.6  5.5  1.68 12.90  6.61 999 1014.1  25.9  27.5 999.0 99.0 99.00
2008 10 26 18 50  62  3.9  5.0  1.88 12.12  7.23 999 1014.6  26.0  27.5 999.0 99.0 99.00
2008 10 26 19 50  82  4.2  5.1  1.92 12.12  7.00 999 1014.8  26.3  27.5 999.0 99.0 99.00
2008 10 26 20 50 102  3.2  4.7  1.79 12.12  6.69 999 1014.6  26.2  27.5 999.0 99.0 99.00
2008 10 26 21 50  71  1.5  2.1  1.86 12.12  7.10 999 1014.2  26.5  27.7 999.0 99.0 99.00
2008 10 26 22 50  58  1.8  2.4  1.68 12.12  6.94 999 1013.4  26.3  28.0 999.0 99.0 99.00
2008 10 26 23 50  42  2.6  3.5  1.64 11.43  6.85 999 1012.7  26.3  28.1 999.0 99.0 99.00
2008 10 27 00 50  34  3.5  4.4  1.78 12.12  7.13 999 1012.3  26.2  27.9 999.0 99.0 99.00
2008 10 27 01 50  23  2.9  4.3  1.88 11.43  7.41 999 1012.5  26.5  27.9 999.0 99.0 99.00
2008 10 27 02 50  35  3.7  4.6  1.63 11.43  6.94 999 1012.9  26.4  27.9 999.0 99.0 99.00
2008 10 27 03 50  29  4.7  5.7  1.71 10.81  7.11 999 1013.4  26.2  27.8 999.0 99.0 99.00
2008 10 27 04 50  27  4.3  5.8  1.74 10.81  6.99 999 1014.0  26.2  27.7 999.0 99.0 99.00
2008 10 27 05 50  26  4.2  5.3  1.80 10.81  7.12 999 1014.5  26.1  27.6 999.0 99.0 99.00
2008 10 27 06 50  37  4.7  5.9  1.66 10.81  6.79 999 1015.1  25.8  27.6 999.0 99.0 99.00
2008 10 27 07 50  39  3.9  5.0  1.51 11.43  6.35 999 1015.4  25.8  27.5 999.0 99.0 99.00
2008 10 27 08 50  55  3.8  4.7  1.61 10.00  6.83 999 1015.1  25.9  27.5 999.0 99.0 99.00
2008 10 27 09 50  57  2.9  3.9  1.44  8.33  6.19 999 1015.2  26.0  27.5 999.0 99.0 99.00
2008 10 27 10 50  45  3.9  4.9  1.65  9.09  6.88 999 1014.7  25.9  27.5 999.0 99.0 99.00
2008 10 27 11 50  35  3.5  4.3  1.75  9.09  7.33 999 1014.1  25.9  27.5 999.0 99.0 99.00
2008 10 27 12 50  42  3.0  3.7  1.50  8.33  6.58 999 1013.5  25.7  27.5 999.0 99.0 99.00
2008 10 27 13 50  66  2.8  3.9  1.66  9.09  6.96 999 1013.3  25.8  27.5 999.0 99.0 99.00
2008 10 27 14 50 122  3.0  4.5  1.58 10.00  6.78 999 1013.3  25.7  27.5 999.0 99.0 99.00
2008 10 27 15 50 107  2.6  3.7  1.59 11.43  7.08 999 1013.3  25.6  27.4 999.0 99.0 99.00
2008 10 27 16 50 124  2.7  3.8  1.50  8.33  7.03 999 1013.9  25.6  27.4 999.0 99.0 99.00
2008 10 27 17 50 120  1.7  2.8  1.42 10.81  6.77 999 1014.4  26.1  27.5 999.0 99.0 99.00
2008 10 27 18 50 109  3.3  4.7  1.49 12.12  6.91 999 1014.9  26.2  27.5 999.0 99.0 99.00
2008 10 27 19 50 120  3.4  5.0  1.52 10.81  6.93 999 1015.5  26.2  27.5 999.0 99.0 99.00
2008 10 27 20 50 105  3.4  4.7  1.49 13.79  6.91 999 1015.3  26.2  27.6 999.0 99.0 99.00
2008 10 27 21 50 106  3.4  4.3  1.60 12.12  7.13 999 1014.6  26.1  27.7 999.0 99.0 99.00
2008 10 27 22 50 100  2.8  4.0  1.61 12.12  7.30 999 1013.8  26.1  27.7 999.0 99.0 99.00
2008 10 27 23 50  89  2.3  3.3  1.54 10.81  6.98 999 1013.0  26.1  27.8 999.0 99.0 99.00
2008 10 28 00 50  82  3.0  3.9  1.53 11.43  7.07 999 1012.7  26.2  27.9 999.0 99.0 99.00
2008 10 28 01 50  70  2.9  3.8  1.62 13.79  7.50 999 1012.9  26.3  27.9 999.0 99.0 99.00
2008 10 28 02 50 111  3.2  5.0  1.58 11.43  7.52 999 1013.3  26.3  27.9 999.0 99.0 99.00
2008 10 28 03 50 104  2.8  3.9  1.61 11.43  7.69 999 1014.0  26.2  27.8 999.0 99.0 99.00
2008 10 28 04 50  91  3.3  4.2  1.61 10.81  7.85 999 1014.2  26.3  27.7 999.0 99.0 99.00
2008 10 28 05 50  97  2.8  3.8  1.54 11.43  7.48 999 1015.0  26.3  27.6 999.0 99.0 99.00
2008 10 28 06 50 111  2.9  3.9  1.59 11.43  7.49 999 1015.5  26.4  27.6 999.0 99.0 99.00
2008 10 28 07 50 121  4.3  5.5  1.57 12.12  7.64 999 1015.5  26.4  27.6 999.0 99.0 99.00
2008 10 28 08 50 126  5.6  6.7  1.60 12.12  7.64 999 1015.4  26.1  27.6 999.0 99.0 99.00
2008 10 28 09 50 128  5.4  7.0  1.62 11.43  7.40 999 1014.5  26.2  27.5 999.0 99.0 99.00
2008 10 28 10 50 148  5.3  6.6  1.65 10.81  7.22 999 1014.1  26.3  27.5 999.0 99.0 99.00
2008 10 28 11 50 148  5.0  6.2  1.82 12.12  7.39 999 1013.9  26.2  27.5 999.0 99.0 99.00
2008 10 28 12 50 153  3.9  5.1  1.77 12.12  7.37 999 1013.6  26.2  27.5 999.0 99.0 99.00
2008 10 28 13 50 148  3.6  4.6  1.75 10.00  7.24 999 1013.7  26.1  27.5 999.0 99.0 99.00
2008 10 28 14 50 147  2.8  3.8  1.84 10.81  7.63 999 1013.9  26.1  27.5 999.0 99.0 99.00
2008 10 28 15 50 136  1.9  3.1  1.94 10.00  7.76 999 1014.3  26.2  27.5 999.0 99.0 99.00
2008 10 28 16 50 147  0.8  1.8  2.09 10.00  7.86 999 1014.8  26.1  27.5 999.0 99.0 99.00
2008 10 28 17 50 124  2.4  3.6  2.06  9.09  7.77 999 1015.7  26.3  27.5 999.0 99.0 99.00
2008 10 28 18 50 130  2.3  3.6  2.22 10.00  8.01 999 1016.5  26.5  27.5 999.0 99.0 99.00
2008 10 28 19 50 132  4.1  5.3  2.22 10.00  7.62 999 1017.0  26.6  27.5 999.0 99.0 99.00
2008 10 28 20 50 115  3.5  4.8  2.40 11.43  8.14 999 1016.9  26.6  27.5 999.0 99.0 99.00
2008 10 28 21 50  96  3.0  3.9  2.12 10.81  7.82 999 1016.3  26.6  27.6 999.0 99.0 99.00
2008 10 28 22 50 108  3.8  5.1  2.58 11.43  8.40 999 1015.7  26.5  27.6 999.0 99.0 99.00
2008 10 28 23 50 123  3.3  5.1  2.40 11.43  7.95 999 1015.0  26.4  27.6 999.0 99.0 99.00
2008 10 29 00 50 105  5.6  7.1  2.61 10.81  8.25 999 1014.6  26.4  27.6 999.0 99.0 99.00
2008 10 29 01 50 110  6.1  7.7  2.60 10.81  7.74 999 1014.7  26.4  27.6 999.0 99.0 99.00
2008 10 29 02 50 108  6.7  8.2  2.90 12.12  8.18 999 1015.1  26.4  27.5 999.0 99.0 99.00
2008 10 29 03 50 123  6.7  8.4  2.79 10.81  7.75 999 1016.0  26.5  27.5 999.0 99.0 99.00
2008 10 29 04 50 143  7.8  9.7  3.18 10.81  7.93 999 1016.6  26.1  27.5 999.0 99.0 99.00
2008 10 29 05 50 132  7.8 10.1  2.87 12.12  7.75 999 1017.6  26.0  27.4 999.0 99.0 99.00
2008 10 29 06 50 132  6.9  8.6  2.72 10.81  7.37 999 1017.9  25.9  27.4 999.0 99.0 99.00
2008 10 29 07 50 134  7.0  8.8  3.16 11.43  7.95 999 1018.0  25.9  27.4 999.0 99.0 99.00
2008 10 29 08 50 125  6.3  8.0  3.02 10.81  7.69 999 1018.1  25.9  27.4 999.0 99.0 99.00
2008 10 29 09 50 114  7.6  9.2  3.04 10.81  7.49 999 1017.6  26.1  27.4 999.0 99.0 99.00
2008 10 29 10 50 111  8.1 10.1  3.05 11.43  7.59 999 1017.0  26.1  27.4 999.0 99.0 99.00
2008 10 29 11 50 109  7.5  9.3  2.91 10.81  7.49 999 1016.8  26.1  27.4 999.0 99.0 99.00
2008 10 29 12 50 107  7.7  9.5  2.86 11.43  7.43 999 1016.0  26.1  27.4 999.0 99.0 99.00
2008 10 29 13 50  99  7.2  8.5  3.07 10.81  7.50 999 1015.8  26.2  27.4 999.0 99.0 99.00
2008 10 29 14 50  97  7.3  8.8  2.83 11.43  7.27 999 1015.6  26.2  27.4 999.0 99.0 99.00
2008 10 29 15 50  87  7.5  8.7  2.92 11.43  7.33 999 1016.2  26.3  27.4 999.0 99.0 99.00
2008 10 29 16 50  99  8.2  9.5  2.77 11.43  7.02 999 1017.0  26.5  27.4 999.0 99.0 99.00
2008 10 29 17 50  95  7.7  9.5  2.89 11.43  7.01 999 1017.7  26.7  27.4 999.0 99.0 99.00
2008 10 29 18 50  87  7.3  8.8  3.17 10.81  7.09 999 1018.3  26.8  27.4 999.0 99.0 99.00
2008 10 29 19 50  88  6.6  8.1  2.75 10.81  7.07 999 1018.9  27.0  27.4 999.0 99.0 99.00
2008 10 29 20 50  87  7.2  8.3  2.93 11.43  7.11 999 1018.9  27.0  27.4 999.0 99.0 99.00
2008 10 29 21 50  78  6.6  7.8  2.94 10.81  7.20 999 1018.4  26.9  27.5 999.0 99.0 99.00
2008 10 29 22 50  64  8.0  9.4  2.79 10.81  7.08 999 1017.5  26.8  27.5 999.0 99.0 99.00
2008 10 29 23 50  65  8.8 10.2  2.90 10.81  6.68 999 1016.6  26.8  27.5 999.0 99.0 99.00
2008 10 30 00 50  61  9.0 10.5  2.65 10.81  6.21 999 1016.5  26.8  27.5 999.0 99.0 99.00
2008 10 30 01 50  64  8.1  9.6  2.99 10.81  6.83 999 1016.7  26.9  27.5 999.0 99.0 99.00
2008 10 30 02 50  69  8.6 10.2  2.69 10.81  6.42 999 1016.7  26.9  27.5 999.0 99.0 99.00
2008 10 30 03 50  78  7.6  9.0  2.70 10.00  6.56 999 1017.1  26.8  27.4 999.0 99.0 99.00
2008 10 30 04 50  80  6.8  8.5  2.79 10.81  6.76 999 1017.6  26.7  27.4 999.0 99.0 99.00
2008 10 30 05 50  79  7.5  9.1  2.72 10.81  6.66 999 1017.9  26.7  27.4 999.0 99.0 99.00
2008 10 30 06 50  86  7.2  8.7  2.63 10.81  6.47 999 1018.1  26.7  27.4 999.0 99.0 99.00
2008 10 30 07 50  84  7.1  8.7  2.79 10.81  6.77 999 1018.3  26.6  27.4 999.0 99.0 99.00
2008 10 30 08 50  78  6.8  8.8  2.37 10.81  6.29 999 1018.2  26.6  27.4 999.0 99.0 99.00
2008 10 30 09 50  72  7.0  8.4  2.58 10.81  6.75 999 1018.0  26.5  27.4 999.0 99.0 99.00
2008 10 30 10 50  67  7.0  8.3  2.56 10.81  6.51 999 1017.8  26.5  27.4 999.0 99.0 99.00
2008 10 30 11 50  71  6.6  7.7  2.74 10.00  6.90 999 1017.2  26.4  27.4 999.0 99.0 99.00
2008 10 30 12 50  73  6.1  7.3  2.69 10.00  6.82 999 1016.7  26.5  27.4 999.0 99.0 99.00
2008 10 30 13 50  68  7.1  8.7  2.88 10.81  6.94 999 1016.2  26.5  27.4 999.0 99.0 99.00
2008 10 30 14 50  85  6.7  8.2  2.42 10.81  6.34 999 1016.1  26.7  27.4 999.0 99.0 99.00
2008 10 30 15 50 104  6.7  7.9  2.60 10.81  6.52 999 1016.3  26.4  27.4 999.0 99.0 99.00
2008 10 30 16 50 103  6.3  7.6  2.43 11.43  6.38 999 1016.8  26.3  27.4 999.0 99.0 99.00
2008 10 30 17 50 111  5.8  6.9  2.50 10.81  6.42 999 1017.2  26.4  27.4 999.0 99.0 99.00
2008 10 30 18 50  96  6.0  7.3  2.46 10.81  6.63 999 1017.5  26.6  27.4 999.0 99.0 99.00
2008 10 30 19 50  71  9.1 11.0  2.60 10.81  6.76 999 1018.0  25.6  27.4 999.0 99.0 99.00
2008 10 30 20 50  83  6.6  8.1  2.60 10.81  6.41 999 1017.9  26.5  27.4 999.0 99.0 99.00
2008 10 30 21 50  90  6.8  8.5  2.61 10.81  6.70 999 1017.1  26.7  27.4 999.0 99.0 99.00
2008 10 30 22 50  89  6.0  7.1  2.42 10.81  6.77 999 1016.2  26.7  27.5 999.0 99.0 99.00
2008 10 30 23 50  86  6.5  8.0  2.55 10.00  6.72 999 1015.2  26.6  27.5 999.0 99.0 99.00
2008 10 31 00 50  79  6.0  7.3  2.42 10.81  6.51 999 1014.9  26.5  27.5 999.0 99.0 99.00
2008 10 31 01 50  72  6.2  8.0  2.34 10.00  6.43 999 1015.0  26.6  27.5 999.0 99.0 99.00
2008 10 31 02 50  74  5.8  6.8  2.44 10.81  6.56 999 1015.4  26.7  27.5 999.0 99.0 99.00
2008 10 31 03 50  76  6.0  7.2  2.43 10.00  6.51 999 1015.8  26.5  27.5 999.0 99.0 99.00
2008 10 31 04 50  74  5.9  7.0  2.41 10.00  6.43 999 1016.1  26.5  27.4 999.0 99.0 99.00
2008 10 31 05 50  72  6.0  7.3  2.14  9.09  6.32 999 1016.8  26.5  27.4 999.0 99.0 99.00
2008 10 31 06 50  64  5.7  7.2  2.30 10.00  6.59 999 1017.4  26.4  27.4 999.0 99.0 99.00
2008 10 31 07 50  67  6.2  7.6  2.34 10.00  6.68 999 1017.6  26.4  27.4 999.0 99.0 99.00
2008 10 31 08 50  80  6.4  7.7  2.53  9.09  6.83 999 1017.7  26.4  27.4 999.0 99.0 99.00
2008 10 31 09 50  80  6.6  8.1  2.14 10.00  6.46 999 1017.7  26.3  27.4 999.0 99.0 99.00
2008 10 31 10 50  79  6.2  7.6  2.18  9.09  6.51 999 1017.6  26.2  27.4 999.0 99.0 99.00
2008 10 31 11 50  72  5.9  7.1  2.14  8.33  6.20 999 1017.2  26.3  27.4 999.0 99.0 99.00
2008 10 31 12 50  74  5.3  6.6  2.36  9.09  6.50 999 1016.6  26.0  27.4 999.0 99.0 99.00
2008 10 31 13 50  68  5.5  6.5  2.06  9.09  6.25 999 1016.4  26.1  27.4 999.0 99.0 99.00
2008 10 31 14 50  67  5.5  6.7  2.16  9.09  6.24 999 1016.4  26.1  27.4 999.0 99.0 99.00
2008 10 31 15 50  62  7.4  9.4  2.18  9.09  6.40 999 1016.5  25.7  27.4 999.0 99.0 99.00
2008 10 31 16 50  69  7.5  8.7  2.29 10.00  6.22 999 1016.9  25.8  27.4 999.0 99.0 99.00
2008 10 31 17 50  71  6.3  7.9  2.38  9.09  6.32 999 1017.6  25.9  27.4 999.0 99.0 99.00
2008 10 31 18 50  77  6.8  8.3  2.15  7.69  5.97 999 1018.1  26.0  27.4 999.0 99.0 99.00
2008 10 31 19 50  80  8.0  9.1  2.54  9.09  6.23 999 1018.4  25.8  27.4 999.0 99.0 99.00
2008 10 31 20 50  75  7.2  8.7  2.42  8.33  6.11 999 1018.5  25.7  27.4 999.0 99.0 99.00
2008 10 31 21 50  83  9.4 11.6  2.45  8.33  6.26 999 1017.3  25.0  27.4 999.0 99.0 99.00
2008 10 31 22 50  66  9.1 11.0  2.46  8.33  5.87 999 1016.7  25.5  27.4 999.0 99.0 99.00
2008 10 31 23 50  76  8.9 10.8  2.57  9.09  6.19 999 1015.7  25.9  27.4 999.0 99.0 99.00
2008 11 01 00 50  84 10.8 12.9  2.49  9.09  5.82 999 1015.2  25.4  27.4 999.0 99.0 99.00
2008 11 01 01 50  81  9.6 11.6  2.64  9.09  5.69 999 1015.4  25.7  27.4 999.0 99.0 99.00
2008 11 01 02 50  67  9.3 11.4  2.80  9.09  5.88 999 1015.6  25.6  27.4 999.0 99.0 99.00
2008 11 01 03 50  73  9.3 11.0  2.40  8.33  5.63 999 1016.1  26.0  27.4 999.0 99.0 99.00
2008 11 01 04 50  68  9.0 11.1  2.45  8.33  5.71 999 1016.7  26.2  27.4 999.0 99.0 99.00
2008 11 01 05 50  68  9.5 11.2  2.49  9.09  5.82 999 1017.1  26.2  27.4 999.0 99.0 99.00
2008 11 01 06 50  67  8.2 10.2  2.27  9.09  5.73 999 1017.7  26.1  27.4 999.0 99.0 99.00
2008 11 01 07 50  71  7.6  8.7  2.14  8.33  5.56 999 1018.0  26.1  27.4 999.0 99.0 99.00
2008 11 01 08 50  74  9.0 10.8  2.08  8.33  5.64 999 1018.2  26.1  27.4 999.0 99.0 99.00
2008 11 01 09 50  67  9.4 11.7  2.13  8.33  5.45 999 1018.2  26.0  27.4 999.0 99.0 99.00
2008 11 01 10 50  72  8.5 10.5  2.22  7.69  5.46 999 1018.2  25.9  27.4 999.0 99.0 99.00
2008 11 01 11 50  78  7.3  9.1  2.14  9.09  5.50 999 1017.8  25.9  27.3 999.0 99.0 99.00
2008 11 01 12 50  87  6.9  8.5  2.12  7.14  5.69 999 1017.3  25.8  27.3 999.0 99.0 99.00
2008 11 01 13 50  75  7.3  8.8  2.27  8.33  5.83 999 1016.9  25.8  27.3 999.0 99.0 99.00
2008 11 01 14 50  74  7.2  8.5  2.07  7.69  5.50 999 1016.9  25.8  27.3 999.0 99.0 99.00
2008 11 01 15 50  70  7.1  8.6  2.19  7.69  5.58 999 1017.3  25.8  27.3 999.0 99.0 99.00
2008 11 01 16 50  72  7.0  8.3  2.13  6.25  5.62 999 1017.9  25.7  27.3 999.0 99.0 99.00
2008 11 01 17 50  71  6.9  8.4  2.22  7.14  5.54 999 1018.5  25.3  27.3 999.0 99.0 99.00
2008 11 01 18 50  83  6.0  7.4  2.33  7.69  5.80 999 1019.0  25.9  27.3 999.0 99.0 99.00
2008 11 01 19 50  61  9.9 11.4  2.20  7.14  5.62 999 1019.3  24.8  27.3 999.0 99.0 99.00
2008 11 01 20 50  70  6.1  7.3  2.29  7.14  5.66 999 1019.0  25.2  27.4 999.0 99.0 99.00
2008 11 01 21 50  80  7.8  9.1  2.00  7.69  5.64 999 1018.1  26.1  27.4 999.0 99.0 99.00
2008 11 01 22 50  77  7.4  9.2  1.98  7.14  5.52 999 1017.1  25.9  27.4 999.0 99.0 99.00
2008 11 01 23 50  69  7.0  8.2  2.08  7.14  5.84 999 1016.4  25.9  27.4 999.0 99.0 99.00
2008 11 02 00 50  69  7.9  9.5  2.34  7.14  5.70 999 1015.6  25.7  27.4 999.0 99.0 99.00
2008 11 02 01 50  76  8.0  9.9  2.17  7.14  5.57 999 1015.6  26.0  27.4 999.0 99.0 99.00
2008 11 02 02 50  85  7.0  9.4  2.18  7.69  5.36 999 1015.9  25.1  27.4 999.0 99.0 99.00
2008 11 02 03 50  73  7.7  9.5  2.15  7.69  5.35 999 1016.3  25.9  27.4 999.0 99.0 99.00
2008 11 02 04 50  79  8.9 11.1  2.13  7.14  5.23 999 1016.9  25.8  27.4 999.0 99.0 99.00
2008 11 02 05 50  63  8.3  9.9  2.14  7.69  5.46 999 1017.5  25.4  27.4 999.0 99.0 99.00
2008 11 02 06 50  57  8.1 10.0  2.09  7.69  5.40 999 1017.7  25.9  27.3 999.0 99.0 99.00
2008 11 02 07 50  72  8.4  9.9  2.01  7.69  5.35 999 1017.9  26.0  27.3 999.0 99.0 99.00
2008 11 02 08 50  76  8.1  9.9  1.99  7.14  5.41 999 1017.8  26.0  27.3 999.0 99.0 99.00
2008 11 02 09 50  79  8.1  9.3  1.93  6.67  5.49 999 1017.6  25.9  27.3 999.0 99.0 99.00
2008 11 02 10 50  76  7.6  8.9  1.89  7.14  5.44 999 1017.4  26.0  27.3 999.0 99.0 99.00
2008 11 02 11 50  92  5.9  7.3  1.84  7.14  5.50 999 1017.2  25.8  27.3 999.0 99.0 99.00
2008 11 02 12 50  90  6.3  7.5  1.92  7.69  5.57 999 1016.7  25.8  27.3 999.0 99.0 99.00
2008 11 02 13 50  93  5.6  6.7  1.88  7.14  5.52 999 1016.3  25.8  27.3 999.0 99.0 99.00
2008 11 02 14 50  84  6.0  7.1  1.92  7.14  5.65 999 1016.0  25.6  27.3 999.0 99.0 99.00
2008 11 02 15 50  75  5.7  7.4  1.87  8.33  5.81 999 1016.3  25.8  27.3 999.0 99.0 99.00
2008 11 02 16 50  82  6.8  8.3  2.02  6.67  5.68 999 1016.5  25.9  27.3 999.0 99.0 99.00
2008 11 02 17 50  75  7.9  9.4  1.95  8.33  5.70 999 1016.9  25.8  27.3 999.0 99.0 99.00
2008 11 02 18 50  72  6.7  7.8  2.00  7.14  5.69 999 1017.7  26.0  27.3 999.0 99.0 99.00
2008 11 02 19 50  76  5.6  7.2  1.88  7.69  5.88 999 1018.1  26.1  27.2 999.0 99.0 99.00
2008 11 02 20 50  72  6.0  7.1  1.80  5.88  5.62 999 1017.6  26.2  27.3 999.0 99.0 99.00
2008 11 02 21 50  79  7.0  8.4  1.89  6.67  5.65 999 1017.1  25.9  27.3 999.0 99.0 99.00
2008 11 02 22 50  82  7.1  8.5  1.89  6.67  5.47 999 1016.2  26.0  27.3 999.0 99.0 99.00
2008 11 02 23 50  86  6.3  7.8  1.87  6.67  5.71 999 1015.5  26.0  27.3 999.0 99.0 99.00
2008 11 03 00 50 109  6.6  8.0  1.68  7.69  5.50 999 1015.1  26.0  27.3 999.0 99.0 99.00
2008 11 03 01 50 113  6.2  7.6  1.79  6.25  5.56 999 1015.1  26.0  27.3 999.0 99.0 99.00
2008 11 03 02 50 117  5.7  6.9  1.83  7.69  5.49 999 1015.2  26.0  27.3 999.0 99.0 99.00
2008 11 03 03 50  99  4.9  6.1  1.80  7.69  5.85 999 1015.8  25.8  27.3 999.0 99.0 99.00
2008 11 03 04 50  94  4.4  6.1  1.86  7.69  5.78 999 1016.4  25.8  27.3 999.0 99.0 99.00
2008 11 03 05 50  90  5.5  6.7  1.99 10.00  5.97 999 1017.0  25.8  27.3 999.0 99.0 99.00
2008 11 03 06 50  83  5.8  7.0  1.89  7.14  6.00 999 1017.4  25.9  27.2 999.0 99.0 99.00
2008 11 03 07 50  77  7.1  8.3  1.83  6.67  5.75 999 1017.6  25.9  27.2 999.0 99.0 99.00
2008 11 03 08 50  83  6.5  8.2  1.73  6.67  5.64 999 1017.8  25.9  27.2 999.0 99.0 99.00
2008 11 03 09 50  95  6.4  8.1  1.69  7.14  5.37 999 1018.0  25.8  27.2 999.0 99.0 99.00
2008 11 03 10 50  86  6.6  8.0  1.68  7.69  5.34 999 1017.6  25.8  27.2 999.0 99.0 99.00
2008 11 03 11 50  93  7.0  8.1  1.75  7.14  5.42 999 1017.2  25.8  27.2 999.0 99.0 99.00
2008 11 03 12 50  81  6.5  7.6  1.59  9.09  5.30 999 1016.7  25.7  27.2 999.0 99.0 99.00
2008 11 03 13 50  96  5.9  7.4  1.68  7.69  5.44 999 1016.5  25.6  27.1 999.0 99.0 99.00
2008 11 03 14 50  88  5.3  6.6  1.68  7.69  5.48 999 1016.3  25.6  27.1 999.0 99.0 99.00
2008 11 03 15 50  94  5.7  7.0  1.65  6.25  5.38 999 1016.2  25.5  27.1 999.0 99.0 99.00
2008 11 03 16 50  94  5.4  6.5  1.69  8.33  5.56 999 1016.7  25.7  27.1 999.0 99.0 99.00
2008 11 03 17 50 102  5.6  6.9  1.62  8.33  5.44 999 1017.5  25.8  27.1 999.0 99.0 99.00
2008 11 03 18 50  92  5.6  6.5  1.57  5.88  5.54 999 1018.0  25.9  27.1 999.0 99.0 99.00
2008 11 03 19 50  87  5.5  6.9  1.58  7.14  5.42 999 1018.4  26.0  27.1 999.0 99.0 99.00
2008 11 03 20 50 107  7.3  8.7  1.53  7.69  5.49 999 1018.1  26.3  27.1 999.0 99.0 99.00
2008 11 03 21 50 110  7.1  8.4  1.67  7.14  5.33 999 1017.6  26.3  27.1 999.0 99.0 99.00
2008 11 03 22 50 113  7.8  9.1  1.48  7.14  4.94 999 1016.9  26.1  27.1 999.0 99.0 99.00
2008 11 03 23 50 115  7.5  9.3  1.73  7.14  5.04 999 1015.9  26.1  27.1 999.0 99.0 99.00
2008 11 04 00 50 121  7.3  8.5  1.72  7.14  5.18 999 1015.6  26.0  27.2 999.0 99.0 99.00
2008 11 04 01 50 122  7.4  8.8  1.72  7.69  5.12 999 1015.7  26.1  27.1 999.0 99.0 99.00
2008 11 04 02 50 114  7.3  9.0  2.01  7.14  5.62 999 1015.9  26.0  27.1 999.0 99.0 99.00
2008 11 04 03 50 110  7.5  9.1  1.79  6.67  5.24 999 1016.5  26.0  27.1 999.0 99.0 99.00
2008 11 04 04 50 102  7.2  8.3  1.92  7.14  5.39 999 1017.0  26.0  27.1 999.0 99.0 99.00
2008 11 04 05 50 108  7.1  9.3  1.79  7.69  5.16 999 1017.7  26.0  27.1 999.0 99.0 99.00
2008 11 04 06 50  97  6.6  8.2  1.73  6.67  5.23 999 1018.3  26.1  27.1 999.0 99.0 99.00
2008 11 04 07 50 100  6.9  8.4  1.74  7.14  5.48 999 1018.6  26.0  27.1 999.0 99.0 99.00
2008 11 04 08 50  87  6.4  7.8  1.67  7.14  5.39 999 1018.5  26.0  27.1 999.0 99.0 99.00
2008 11 04 09 50  89  7.3  8.4  1.54  7.14  5.29 999 1018.1  26.0  27.2 999.0 99.0 99.00
2008 11 04 10 50 100  6.3  7.9  1.71  6.67  5.34 999 1018.1  26.0  27.2 999.0 99.0 99.00
2008 11 04 11 50  94  5.9  6.8  1.69  6.67  5.55 999 1017.8  25.9  27.2 999.0 99.0 99.00
2008 11 04 12 50  68  5.7  7.0  1.75  6.67  5.58 999 1017.2  25.9  27.2 999.0 99.0 99.00
2008 11 04 13 50  62  6.2  7.2  1.72  7.69  5.66 999 1016.8  25.9  27.2 999.0 99.0 99.00
2008 11 04 14 50  77  6.2  7.3  1.71  7.14  5.58 999 1017.0  26.0  27.2 999.0 99.0 99.00
2008 11 04 15 50  68  6.7  7.9  1.65  7.14  5.44 999 1017.2  26.0  27.2 999.0 99.0 99.00
2008 11 04 16 50  84  7.6  8.9  1.81  7.69  5.74 999 1017.5  25.9  27.2 999.0 99.0 99.00
2008 11 04 17 50  89  7.3  8.6  1.77  7.69  5.36 999 1018.1  26.0  27.2 999.0 99.0 99.00
2008 11 04 18 50  95  6.0  7.0  1.76  7.69  5.48 999 1018.6  26.4  27.2 999.0 99.0 99.00
2008 11 04 19 50 100  6.0  7.5  1.77  6.67  5.51 999 1018.7  26.2  27.1 999.0 99.0 99.00
2008 11 04 20 50  99  5.5  6.7  1.73  6.67  5.44 999 1018.3  26.2  27.1 999.0 99.0 99.00
2008 11 04 21 50 109  5.1  6.3  1.51  7.69  5.29 999 1017.8  26.1  27.1 999.0 99.0 99.00
2008 11 04 22 50  89  2.7  3.5  1.54  7.14  5.43 999 1017.3  26.1  27.1 999.0 99.0 99.00
2008 11 04 23 50  85  3.5  5.4  1.65  7.69  6.07 999 1016.4  25.7  27.1 999.0 99.0 99.00
2008 11 05 00 50  87  5.5  6.6  1.57  7.69  5.83 999 1016.1  26.1  27.1 999.0 99.0 99.00
2008 11 05 01 50  85  6.6  7.9  1.58  7.69  5.70 999 1015.8  26.2  27.1 999.0 99.0 99.00
2008 11 05 02 50  88  6.6  7.6  1.70  7.14  5.80 999 1016.2  26.2  27.1 999.0 99.0 99.00
